"DEPTH","PRES","TEMP","potemperature","CNDC","PSAL","sigma_t","sbox0Mm/Kg","ph","ph","flECO-AFL","CStarTr0","par","upoly0","gsw_saA0","gsw_ctA0","gsw_densityA0","gsw_sigma0A0","gsw_ptA0","flag"
"37.674","38.0","8.5711","8.5675","3.122541","29.2026","22.6448","246.511","8.095","8.095","0.3199","94.7909","0.28571","3.0247328","29.3419","8.6516","1022.8223","22.6483","8.5675","0.0"
"38.673","39.0","8.5636","8.5598","3.123388","29.2172","22.6574","244.538","8.093","8.093","0.3029","94.7516","0.2382","3.0248821","29.3566","8.6437","1022.8394","22.6608","8.5598","0.0"
"39.662","40.0","8.5596","8.5558","3.123899","29.2252","22.6642","240.387","8.089","8.089","0.3013","94.6685","0.19946","3.0248821","29.3648","8.6395","1022.8509","22.6677","8.5558","0.0"
"40.651","41.0","8.5487","8.5448","3.125481","29.2497","22.6849","236.454","8.086","8.086","0.3018","94.5544","0.16758","3.0248821","29.3899","8.628","1022.8766","22.6888","8.5448","0.0"
"41.643","42.0","8.5215","8.5174","3.129533","29.3131","22.7384","234.428","8.079","8.079","0.2519","94.3405","0.1387","3.0248821","29.4543","8.5994","1022.9353","22.743","8.5174","0.0"
"42.637","43.0","8.5013","8.4972","3.13286","29.3657","22.7824","233.518","8.064","8.064","0.1989","94.0544","0.1161","3.1632662","29.5053","8.5783","1022.9825","22.7856","8.4972","0.0"
"43.622","44.0","8.4984","8.4942","3.133422","29.3736","22.7891","232.798","8.059","8.059","0.1829","93.9732","0.094696","3.100523","29.5132","8.5751","1022.9937","22.7922","8.4942","0.0"
"44.619","45.0","8.494","8.4897","3.133606","29.3786","22.7936","232.237","8.056","8.056","0.1848","93.9521","0.077308","3.0504813","29.5184","8.5705","1023.0029","22.7968","8.4897","0.0"
"45.607","46.0","8.489","8.4846","3.13375","29.3837","22.7983","231.724","8.055","8.055","0.1843","93.9236","0.062296","3.1914625","29.5237","8.5653","1023.0123","22.8017","8.4846","0.0"
"46.601","47.0","8.4825","8.478","3.134122","29.3924","22.8061","231.38","8.055","8.055","0.1833","93.8413","0.048932","3.1014922","29.5326","8.5585","1023.0248","22.8096","8.478","0.0"
"47.588","48.0","8.4771","8.4726","3.134413","29.3994","22.8123","231.287","8.055","8.055","0.184","93.7916","0.03856","3.4267199","29.5397","8.5529","1023.0356","22.8159","8.4726","0.0"
"48.585","49.0","8.4712","8.4665","3.134427","29.4042","22.8169","231.074","8.055","8.055","0.1843","93.8065","0.029089","3.2705171","29.5444","8.5468","1023.0447","22.8204","8.4665","0.0"
"49.579","50.0","8.4689","8.4641","3.134412","29.4054","22.8182","230.67","8.053","8.053","0.1842","93.8751","0.02125","3.151855","29.5457","8.5443","1023.0507","22.8218","8.4641","0.0"
"50.565","51.0","8.4648","8.46","3.13433","29.4075","22.8204","230.117","8.053","8.053","0.1822","93.8301","0.01378","3.3635247","29.5479","8.5401","1023.0576","22.824","8.46","0.0"
"51.558","52.0","8.4462","8.4412","3.134793","29.4274","22.8386","229.807","8.051","8.051","0.1686","93.95","0.0080238","3.0347834","29.5679","8.5209","1023.0804","22.8423","8.4412","0.0"
"52.549","53.0","8.4381","8.433","3.1353","29.4393","22.849","229.757","8.05","8.05","0.1643","93.916","0.003748","3.1989405","29.5796","8.5125","1023.0953","22.8526","8.433","0.0"
"53.538","54.0","8.4395","8.4344","3.135349","29.4379","22.8478","229.995","8.05","8.05","0.1846","93.9422","-7.504e-05","3.138308","29.5785","8.5139","1023.0988","22.8515","8.4344","0.0"
"54.533","55.0","8.4401","8.4348","3.135453","29.438","22.8477","229.994","8.05","8.05","0.1497","93.9389","3.2508e-06","3.1494396","29.5787","8.5143","1023.1035","22.8517","8.4348","0.0"
"55.523","56.0","8.4409","8.4355","3.135496","29.4372","22.847","229.745","8.05","8.05","0.1787","93.9555","1e-12","3.0261133","29.5781","8.515","1023.1075","22.8511","8.4355","0.0"
"56.513","57.0","8.4404","8.4349","3.135541","29.4376","22.8474","229.598","8.05","8.05","0.1834","93.9714","1e-12","3.1365783","29.5786","8.5144","1023.1125","22.8515","8.4349","0.0"
"57.505","58.0","8.4407","8.4352","3.135857","29.4399","22.8492","229.484","8.05","8.05","0.1777","93.9361","1e-12","3.278584","29.5812","8.5146","1023.1191","22.8535","8.4352","0.0"
"58.498","59.0","8.4406","8.435","3.136373","29.4449","22.8531","229.383","8.05","8.05","0.1429","93.8531","1e-12","3.2934954","29.5863","8.5143","1023.1277","22.8575","8.435","0.0"
"59.486","60.0","8.44","8.4343","3.136305","29.4449","22.8532","228.297","8.05","8.05","0.1486","93.8392","1e-12","3.0282037","29.5857","8.5137","1023.1319","22.8571","8.4343","0.0"
"60.479","61.0","8.4401","8.4343","3.136297","29.4433","22.852","227.327","8.05","8.05","0.1828","93.8238","1e-12","3.2885742","29.5851","8.5137","1023.136","22.8567","8.4343","0.0"
"61.47","62.0","8.4298","8.4239","3.138794","29.4776","22.8802","226.576","8.046","8.046","0.141","93.531","1e-12","3.3845956","29.6194","8.5026","1023.1688","22.8849","8.4239","0.0"
"62.461","63.0","8.4271","8.4211","3.138991","29.4821","22.8842","226.129","8.045","8.045","0.1367","93.5289","1e-12","3.3324399","29.6234","8.4998","1023.1769","22.8884","8.4211","0.0"
"63.453","64.0","8.4221","8.4161","3.13907","29.4867","22.8884","225.974","8.042","8.042","0.1392","93.6477","1e-12","3.2996824","29.6279","8.4946","1023.1857","22.8927","8.4161","0.0"
"64.447","65.0","8.4203","8.4141","3.139088","29.4879","22.8897","225.946","8.041","8.041","0.1327","93.7193","1e-12","3.1033287","29.6293","8.4926","1023.1917","22.894","8.4141","0.0"
"65.431","66.0","8.4155","8.4093","3.139255","29.4932","22.8945","226.072","8.041","8.041","0.1363","93.7159","1e-12","3.0486","29.6346","8.4877","1023.201","22.8988","8.4093","0.0"
"66.43","67.0","8.4125","8.4061","3.13955","29.4984","22.899","226.306","8.041","8.041","0.1514","93.6526","1e-12","3.1726263","29.6399","8.4844","1023.2101","22.9034","8.4061","0.0"
"67.413","68.0","8.4073","8.4008","3.140014","29.507","22.9064","226.538","8.042","8.042","0.1516","93.5278","1e-12","3.291594","29.6487","8.479","1023.2224","22.911","8.4008","0.0"
"68.413","69.0","8.4026","8.3961","3.140213","29.5129","22.9117","226.555","8.045","8.045","0.1319","93.4526","1e-12","3.3383641","29.6543","8.4741","1023.232","22.916","8.3961","0.0"
"69.399","70.0","8.4012","8.3945","3.140277","29.5142","22.913","226.577","8.046","8.046","0.1336","93.3949","1e-12","3.4511528","29.6557","8.4725","1023.2379","22.9174","8.3945","0.0"
"70.395","71.0","8.4014","8.3947","3.14034","29.5142","22.9129","226.575","8.045","8.045","0.1349","93.3861","1e-12","3.2469985","29.6558","8.4727","1023.2426","22.9174","8.3946","0.0"
"71.38","72.0","8.4008","8.3939","3.140417","29.515","22.9137","226.517","8.046","8.046","0.1386","93.3523","1e-12","3.2266726","29.6568","8.4719","1023.2479","22.9183","8.3939","0.0"
"72.377","73.0","8.4003","8.3934","3.140479","29.5156","22.9142","226.747","8.046","8.046","0.134","93.3561","1e-12","3.3849566","29.6574","8.4714","1023.2531","22.9188","8.3934","0.0"
"73.362","74.0","8.4003","8.3932","3.140566","29.5161","22.9145","226.982","8.046","8.046","0.1364","93.33","1e-12","3.3047698","29.6579","8.4712","1023.2581","22.9193","8.3932","0.0"
"74.361","75.0","8.4002","8.3931","3.140733","29.5173","22.9155","227.452","8.046","8.046","0.1367","93.2786","1e-12","3.5147161","29.6593","8.4711","1023.2637","22.9204","8.3931","0.0"
"75.346","76.0","8.3986","8.3913","3.140916","29.5203","22.9181","228.278","8.047","8.047","0.1404","93.1542","1e-12","3.420011","29.6622","8.4692","1023.2709","22.9229","8.3913","0.0"
"76.342","77.0","8.3947","8.3874","3.141026","29.5244","22.9218","229.146","8.05","8.05","0.1363","93.1239","1e-12","3.3994422","29.6663","8.4651","1023.2792","22.9266","8.3873","0.0"
"77.329","78.0","8.3853","8.3779","3.141017","29.5319","22.9291","229.803","8.052","8.052","0.1338","93.1472","1e-12","3.4181137","29.6736","8.4555","1023.2908","22.9337","8.3779","0.0"
"78.324","79.0","8.3767","8.3692","3.140927","29.5379","22.935","229.479","8.057","8.057","0.1371","93.1861","1e-12","3.4250231","29.6796","8.4466","1023.3013","22.9395","8.3692","0.0"
"79.313","80.0","8.3683","8.3607","3.140757","29.5429","22.9401","228.99","8.06","8.06","0.1346","93.3155","1e-12","3.3516371","29.6845","8.438","1023.3109","22.9446","8.3607","0.0"
"80.304","81.0","8.365","8.3573","3.140714","29.5446","22.9419","228.925","8.06","8.06","0.1381","93.4268","1e-12","3.4445512","29.6864","8.4346","1023.3174","22.9465","8.3573","0.0"
"81.3","82.0","8.3587","8.3509","3.140633","29.5487","22.946","229.35","8.057","8.057","0.1401","93.5011","1e-12","3.2093821","29.6905","8.4281","1023.3261","22.9506","8.3509","0.0"
"82.284","83.0","8.3519","8.3441","3.140517","29.5528","22.9501","230.352","8.055","8.055","0.1407","93.5355","1e-12","3.2001846","29.6946","8.4211","1023.3348","22.9548","8.3441","0.0"
"83.279","84.0","8.3476","8.3396","3.140432","29.5551","22.9526","231.701","8.058","8.058","0.144","93.5593","1e-12","3.1557395","29.6969","8.4166","1023.3419","22.9572","8.3396","0.0"
"84.27","85.0","8.3416","8.3335","3.140333","29.5586","22.9562","234.165","8.062","8.062","0.1423","93.6328","1e-12","3.2874556","29.7006","8.4104","1023.3502","22.9609","8.3335","0.0"
"85.26","86.0","8.34","8.3318","3.140735","29.5633","22.9601","236.825","8.066","8.066","0.1487","93.5077","1e-12","3.0817053","29.7058","8.4086","1023.359","22.9652","8.3318","0.0"
"86.252","87.0","8.3447","8.3365","3.141901","29.5709","22.9653","239.311","8.078","8.078","0.1463","93.3514","1e-12","3.349988","29.7135","8.4132","1023.369","22.9706","8.3365","0.0"
"87.245","88.0","8.3475","8.3391","3.142616","29.5756","22.9686","241.595","8.091","8.091","0.142","93.3501","1e-12","3.4327142","29.7183","8.4158","1023.3769","22.974","8.3391","0.0"
"88.235","89.0","8.3502","8.3418","3.143349","29.5804","22.972","242.996","8.099","8.099","0.1504","93.3323","1e-12","3.2919431","29.7233","8.4184","1023.3849","22.9775","8.3418","0.0"
"89.224","90.0","8.3528","8.3443","3.143992","29.5845","22.9748","244.164","8.107","8.107","0.1864","93.4171","1e-12","3.1778619","29.7274","8.4209","1023.3924","22.9803","8.3443","0.0"
"90.217","91.0","8.3511","8.3425","3.144126","29.5871","22.9771","244.95","8.112","8.112","0.1674","93.3821","1e-12","3.3030729","29.7298","8.419","1023.3992","22.9825","8.3425","0.0"
"91.209","92.0","8.3474","8.3387","3.144038","29.5891","22.9792","245.236","8.116","8.116","0.1668","93.4251","1e-12","3.2634828","29.7317","8.4151","1023.4057","22.9845","8.3386","0.0"
"92.202","93.0","8.3439","8.3351","3.143909","29.5902","22.9806","245.221","8.118","8.118","0.1836","93.4779","1e-12","3.0589385","29.7329","8.4115","1023.4117","22.9859","8.3351","0.0"
"93.179","94.0","8.3442","8.3353","3.144122","29.5916","22.9816","246.73","8.118","8.118","0.1508","93.4375","1e-12","3.3728709","29.7344","8.4117","1023.4175","22.9871","8.3353","0.0"
"94.188","95.0","8.3488","8.3397","3.144826","29.5942","22.983","247.858","8.118","8.118","0.1608","93.4429","1e-12","3.3309011","29.7376","8.4161","1023.4239","22.9889","8.3397","0.0"
"95.168","96.0","8.3732","8.3641","3.148163","29.6066","22.9892","248.954","8.121","8.121","0.1846","93.454","1e-12","3.4069581","29.7515","8.4404","1023.4358","22.9963","8.3641","0.0"
"96.165","97.0","8.3877","8.3784","3.149872","29.6126","22.9919","249.385","8.129","8.129","0.1851","93.454","1e-12","3.1299567","29.7568","8.4548","1023.4424","22.9984","8.3784","0.0"
"97.155","98.0","8.3959","8.3866","3.15105","29.6173","22.9944","250.013","8.133","8.133","0.1939","93.4336","1e-12","3.4340627","29.7617","8.4629","1023.4496","23.0011","8.3866","0.0"
"98.147","99.0","8.4022","8.3928","3.151976","29.6215","22.9968","250.836","8.136","8.136","0.1895","93.3735","1e-12","3.3311415","29.7657","8.4691","1023.4564","23.0033","8.3927","0.0"
"99.137","100.0","8.4098","8.4003","3.153135","29.6266","22.9997","251.682","8.138","8.138","0.1967","93.4038","1e-12","3.2531955","29.771","8.4766","1023.4641","23.0064","8.4003","0.0"
"100.128","101.0","8.4173","8.4076","3.154298","29.632","23.0029","252.068","8.142","8.142","0.2126","93.3703","1e-12","3.3186629","29.7764","8.4839","1023.4718","23.0096","8.4076","0.0"
"101.119","102.0","8.429","8.4193","3.156559","29.6446","23.0111","252.226","8.143","8.143","0.2132","93.4312","1e-12","2.9648478","29.7897","8.4954","1023.485","23.0183","8.4193","0.0"
"102.114","103.0","8.4364","8.4265","3.158185","29.6555","23.0186","252.458","8.147","8.147","0.2122","92.3212","1e-12","3.1394281","29.8001","8.5025","1023.4966","23.0254","8.4265","0.0"
"103.096","104.0","8.4393","8.4293","3.159012","29.6615","23.0229","252.618","8.147","8.147","0.2105","93.2738","1e-12","3.0509682","29.8059","8.5052","1023.5053","23.0295","8.4293","0.0"
"104.096","105.0","8.4439","8.4339","3.160429","29.6715","23.0301","252.357","8.147","8.147","0.2136","93.2934","1e-12","3.3628209","29.8164","8.5096","1023.5174","23.037","8.4338","0.0"
"105.084","106.0","8.4493","8.4391","3.162448","29.6877","23.042","252.279","8.147","8.147","0.2365","93.1675","1e-12","3.25629","29.8326","8.5147","1023.5338","23.0489","8.4391","0.0"
"106.074","107.0","8.4516","8.4413","3.163816","29.6999","23.0512","252.288","8.147","8.147","0.219","92.9881","1e-12","3.2932124","29.8445","8.5167","1023.5474","23.0579","8.4413","0.0"
"107.067","108.0","8.4529","8.4425","3.164373","29.7044","23.0545","252.361","8.147","8.147","0.2134","92.8707","1e-12","3.2551618","29.8488","8.5179","1023.5551","23.0611","8.4425","0.0"
"108.058","109.0","8.4545","8.444","3.164788","29.7071","23.0564","252.352","8.147","8.147","0.2394","92.8352","1e-12","3.2547755","29.8514","8.5193","1023.5615","23.0629","8.444","0.0"
"109.047","110.0","8.4553","8.4447","3.164927","29.7076","23.0567","252.33","8.147","8.147","0.2429","92.9254","1e-12","3.3539391","29.8517","8.52","1023.5662","23.063","8.4447","0.0"
"110.04","111.0","8.456","8.4454","3.165124","29.7085","23.0573","252.196","8.147","8.147","0.2263","92.9041","1e-12","3.4090958","29.8528","8.5207","1023.5715","23.0638","8.4454","0.0"
"111.028","112.0","8.4564","8.4457","3.16534","29.7102","23.0585","252.049","8.147","8.147","0.2183","92.9118","1e-12","3.3770351","29.8543","8.521","1023.5772","23.0649","8.4457","0.0"
"112.025","113.0","8.4563","8.4454","3.165589","29.7124","23.0603","252.09","8.147","8.147","0.2215","92.8533","1e-12","3.4050007","29.8566","8.5207","1023.5836","23.0668","8.4454","0.0"
"113.011","114.0","8.4578","8.4469","3.166221","29.7171","23.0638","252.183","8.147","8.147","0.2133","92.8018","1e-12","3.5642438","29.8615","8.522","1023.5918","23.0704","8.4468","0.0"
"114.006","115.0","8.4615","8.4505","3.167447","29.7261","23.0703","252.095","8.147","8.147","0.2269","92.79","1e-12","3.4526422","29.8708","8.5255","1023.603","23.0771","8.4505","0.0"
"114.994","116.0","8.4642","8.453","3.168125","29.7308","23.0735","252.136","8.147","8.147","0.2422","92.8313","1e-12","3.3798835","29.8752","8.528","1023.6107","23.0802","8.453","0.0"
"115.985","117.0","8.4652","8.454","3.168434","29.7327","23.0749","251.883","8.147","8.147","0.2434","92.8389","1e-12","3.451695","29.8772","8.5289","1023.6166","23.0816","8.4539","0.0"
"116.977","118.0","8.4661","8.4548","3.168809","29.7355","23.077","251.927","8.147","8.147","0.2434","92.9176","1e-12","3.3629577","29.8799","8.5297","1023.6232","23.0836","8.4547","0.0"
"117.97","119.0","8.4672","8.4557","3.169321","29.7395","23.0799","252.017","8.147","8.147","0.2407","92.8395","1e-12","3.3290229","29.884","8.5306","1023.6309","23.0866","8.4557","0.0"
"118.954","120.0","8.468","8.4564","3.169589","29.7412","23.0812","251.879","8.147","8.147","0.2439","92.8562","1e-12","3.3594177","29.8857","8.5313","1023.6366","23.0878","8.4564","0.0"
"119.951","121.0","8.4691","8.4575","3.169988","29.7437","23.083","251.672","8.147","8.147","0.243","92.9251","1e-12","3.4422882","29.8885","8.5323","1023.6432","23.0899","8.4575","0.0"
"120.943","122.0","8.4724","8.4606","3.171312","29.7543","23.0908","251.59","8.147","8.147","0.242","92.912","1e-12","3.4580841","29.8992","8.5353","1023.6556","23.0977","8.4606","0.0"
"121.933","123.0","8.4734","8.4615","3.171812","29.7584","23.0939","251.386","8.147","8.147","0.2432","92.8685","1e-12","3.3944221","29.9031","8.5362","1023.6631","23.1007","8.4615","0.0"
"122.92","124.0","8.4741","8.4621","3.172489","29.7642","23.0983","251.443","8.147","8.147","0.2434","92.7845","1e-12","3.4616809","29.9092","8.5366","1023.6724","23.1054","8.4621","0.0"
"123.918","125.0","8.4753","8.4633","3.17347","29.7731","23.1051","251.429","8.147","8.147","0.2427","92.6849","1e-12","3.4661968","29.918","8.5377","1023.6836","23.112","8.4633","0.0"
"124.902","126.0","8.4756","8.4635","3.17395","29.7775","23.1085","251.278","8.147","8.147","0.2427","92.5842","1e-12","3.4202123","29.9223","8.5378","1023.6915","23.1154","8.4635","0.0"
"125.895","127.0","8.4754","8.4631","3.174279","29.7809","23.1111","250.671","8.147","8.147","0.2433","92.4598","1e-12","3.4581652","29.9256","8.5374","1023.6987","23.118","8.4631","0.0"
"126.89","128.0","8.4755","8.4632","3.174723","29.7848","23.1142","249.765","8.147","8.147","0.2425","92.4048","1e-12","3.4217093","29.9297","8.5374","1023.7065","23.1212","8.4631","0.0"
"127.875","129.0","8.4728","8.4603","3.177367","29.8127","23.1364","248.649","8.147","8.147","0.2432","91.7772","1e-12","3.5216098","29.9592","8.5341","1023.7344","23.1446","8.4603","0.0"
"128.871","130.0","8.4695","8.4569","3.179966","29.8433","23.1609","247.733","8.142","8.142","0.2591","90.6071","1e-12","3.7421463","29.9888","8.5302","1023.7625","23.1681","8.4569","0.0"
"129.854","131.0","8.4651","8.4524","3.181366","29.8611","23.1754","246.938","8.142","8.142","0.2484","89.5041","1e-12","3.9693191","30.0067","8.5254","1023.7816","23.1827","8.4524","0.0"
"130.861","132.0","8.4583","8.4456","3.18217","29.8756","23.1878","246.524","8.141","8.141","0.258","88.603","1e-12","3.8752799","30.0204","8.5183","1023.7979","23.1944","8.4456","0.0"
"131.832","133.0","8.4526","8.4398","3.182504","29.883","23.1943","245.868","8.137","8.137","0.2511","88.0584","1e-12","4.0124898","30.0284","8.5123","1023.8095","23.2015","8.4398","0.0"
"132.836","134.0","8.4513","8.4384","3.183815","29.8973","23.2057","245.767","8.137","8.137","0.2695","87.2817","1e-12","4.2931595","30.0428","8.5107","1023.8255","23.2129","8.4384","0.0"
"133.831","135.0","8.4537","8.4406","3.184982","29.9072","23.2131","245.882","8.137","8.137","0.2519","87.1505","1e-12","4.3596177","30.0526","8.5128","1023.8373","23.2202","8.4406","0.0"
"134.808","136.0","8.4563","8.4432","3.186179","29.916","23.2196","246.497","8.137","8.137","0.2555","87.1457","1e-12","4.294241","30.0624","8.5153","1023.8492","23.2275","8.4432","0.0"
"135.808","137.0","8.4621","8.4489","3.187609","29.9257","23.2264","246.988","8.137","8.137","0.265","87.4258","1e-12","4.2193155","30.072","8.5208","1023.8604","23.2341","8.4489","0.0"
"136.794","138.0","8.4759","8.4625","3.189917","29.9371","23.2334","247.147","8.139","8.139","0.258","88.7756","1e-12","3.8517234","30.084","8.5343","1023.8723","23.2416","8.4625","0.0"
"137.788","139.0","8.4778","8.4644","3.190564","29.9426","23.2374","247.113","8.142","8.142","0.2723","88.9526","1e-12","3.834687","30.0887","8.5361","1023.8802","23.245","8.4643","0.0"
"138.781","140.0","8.4787","8.4652","3.19103","29.9461","23.24","247.129","8.142","8.142","0.2715","88.9488","1e-12","3.8833377","30.0924","8.5369","1023.8876","23.2477","8.4652","0.0"
"139.768","141.0","8.48","8.4664","3.191693","29.9515","23.244","247.036","8.142","8.142","0.2733","88.9835","1e-12","3.9083855","30.0978","8.538","1023.8962","23.2517","8.4664","0.0"
"140.764","142.0","8.4814","8.4677","3.192454","29.9579","23.2489","247.072","8.142","8.142","0.272","89.0238","1e-12","3.876791","30.1042","8.5392","1023.9055","23.2565","8.4677","0.0"
"141.749","143.0","8.4823","8.4685","3.193083","29.9632","23.2529","246.826","8.142","8.142","0.2718","89.0606","1e-12","3.9933987","30.1095","8.5399","1023.9141","23.2606","8.4685","0.0"
