"DEPTH","PRES","TEMP","potemperature","CNDC","PSAL","sigma_t","sbox0Mm/Kg","ph","ph","flECO-AFL","CStarTr0","par","upoly0","gsw_saA0","gsw_ctA0","gsw_densityA0","gsw_sigma0A0","gsw_ptA0","flag"
"40.644","41.0","8.5367","8.5328","3.12693","29.2754","22.7067","236.702","8.087","8.087","0.2686","94.1525","0.20583","3.0248821","29.4149","8.6155","1022.8978","22.7101","8.5328","0.0"
"41.647","42.0","8.5211","8.5171","3.128469","29.3043","22.7316","234.107","8.083","8.083","0.2721","94.0873","0.17317","3.0967503","29.4435","8.5992","1022.9269","22.7346","8.5171","0.0"
"42.633","43.0","8.4985","8.4944","3.131388","29.3521","22.7722","232.008","8.075","8.075","0.2319","94.1623","0.14115","3.0572708","29.4923","8.5757","1022.9728","22.7759","8.4944","0.0"
"43.629","44.0","8.4635","8.4594","3.135039","29.4203","22.8306","230.736","8.066","8.066","0.2136","93.8737","0.11803","3.0252047","29.5592","8.5393","1023.0345","22.833","8.4593","0.0"
"44.616","45.0","8.4513","8.447","3.135865","29.4386","22.8467","230.307","8.06","8.06","0.1877","93.7032","0.095876","3.3066881","29.5777","8.5266","1023.0552","22.8491","8.447","0.0"
"45.611","46.0","8.4452","8.4408","3.136429","29.4491","22.8557","229.779","8.06","8.06","0.1846","93.5965","0.078468","3.4150112","29.5882","8.5202","1023.0688","22.8582","8.4408","0.0"
"46.599","47.0","8.4435","8.4391","3.136691","29.4524","22.8586","229.292","8.058","8.058","0.1834","93.5784","0.06301","3.3898277","29.592","8.5184","1023.0767","22.8614","8.439","0.0"
"47.592","48.0","8.4417","8.4371","3.136827","29.4547","22.8606","229.022","8.055","8.055","0.1846","93.4363","0.049456","3.3832915","29.5945","8.5164","1023.0834","22.8636","8.4371","0.0"
"48.583","49.0","8.4397","8.4351","3.136984","29.4573","22.8629","229.056","8.055","8.055","0.1843","93.5948","0.038497","3.3455687","29.5974","8.5143","1023.0906","22.8662","8.4351","0.0"
"49.577","50.0","8.4386","8.4339","3.137128","29.4591","22.8645","228.761","8.055","8.055","0.1845","93.6021","0.029224","3.4075491","29.5994","8.513","1023.0969","22.8679","8.4339","0.0"
"50.561","51.0","8.4377","8.4329","3.137264","29.4607","22.8658","228.64","8.055","8.055","0.1829","93.5372","0.021274","3.4289811","29.6012","8.512","1023.103","22.8694","8.4329","0.0"
"51.561","52.0","8.4359","8.431","3.13747","29.4637","22.8685","228.686","8.055","8.055","0.1843","93.5591","0.014671","3.2449613","29.6045","8.51","1023.1104","22.8722","8.431","0.0"
"52.547","53.0","8.4311","8.426","3.137875","29.4715","22.8753","228.716","8.055","8.055","0.1846","93.5109","0.008258","3.4592845","29.6123","8.5049","1023.1218","22.8791","8.426","0.0"
"53.541","54.0","8.4286","8.4235","3.138124","29.4758","22.879","228.694","8.055","8.055","0.1577","93.4687","0.0039142","3.2726791","29.6166","8.5023","1023.1301","22.8828","8.4235","0.0"
"54.534","55.0","8.4292","8.4239","3.138186","29.4755","22.8786","228.584","8.055","8.055","0.1702","93.5056","0.00042916","3.1395223","29.6164","8.5028","1023.1344","22.8825","8.4239","0.0"
"55.52","56.0","8.4292","8.4239","3.138244","29.4754","22.8786","228.564","8.055","8.055","0.1556","93.5003","-9.182e-06","3.273736","29.6166","8.5027","1023.1391","22.8827","8.4239","0.0"
"56.515","57.0","8.4301","8.4247","3.138322","29.4751","22.8782","228.292","8.055","8.055","0.1848","93.5262","1e-12","3.2998767","29.6162","8.5035","1023.1434","22.8823","8.4247","0.0"
"57.505","58.0","8.4305","8.425","3.138415","29.4751","22.8782","228.231","8.055","8.055","0.169","93.55","1e-12","3.210897","29.6165","8.5038","1023.1481","22.8825","8.425","0.0"
"58.496","59.0","8.4296","8.424","3.138746","29.4788","22.8812","228.152","8.055","8.055","0.1658","93.6084","1e-12","3.2218111","29.6203","8.5027","1023.1558","22.8856","8.424","0.0"
"59.491","60.0","8.4283","8.4225","3.138871","29.481","22.8831","228.1","8.055","8.055","0.1665","93.5786","1e-12","3.3432918","29.6223","8.5013","1023.1621","22.8874","8.4225","0.0"
"60.474","61.0","8.4289","8.4231","3.138788","29.4791","22.8815","227.936","8.055","8.055","0.1859","93.5848","1e-12","3.1630199","29.6205","8.5019","1023.1652","22.8858","8.4231","0.0"
"61.476","62.0","8.4288","8.4229","3.138925","29.48","22.8823","227.931","8.055","8.055","0.1851","93.592","1e-12","3.218662","29.6216","8.5016","1023.1707","22.8868","8.4229","0.0"
"62.458","63.0","8.4268","8.4208","3.139183","29.4841","22.8857","228.104","8.055","8.055","0.1663","93.601","1e-12","3.2426951","29.6256","8.4994","1023.1786","22.8902","8.4208","0.0"
"63.454","64.0","8.4244","8.4183","3.13937","29.4876","22.8888","228.061","8.054","8.054","0.184","93.5561","1e-12","3.050977","29.6291","8.4969","1023.1863","22.8933","8.4183","0.0"
"64.446","65.0","8.4226","8.4164","3.139492","29.49","22.891","228.249","8.053","8.053","0.1665","93.5579","1e-12","3.2183805","29.6315","8.4949","1023.1931","22.8954","8.4164","0.0"
"65.432","66.0","8.4177","8.4115","3.139677","29.4957","22.8961","228.36","8.055","8.055","0.1749","93.5636","1e-12","3.2575133","29.6372","8.4899","1023.2027","22.9005","8.4114","0.0"
"66.431","67.0","8.415","8.4086","3.139784","29.4987","22.8989","228.452","8.055","8.055","0.15","93.4749","1e-12","3.0886641","29.6402","8.4869","1023.2101","22.9033","8.4086","0.0"
"67.417","68.0","8.4118","8.4053","3.139888","29.502","22.9019","228.928","8.055","8.055","0.1505","93.5057","1e-12","3.2442305","29.6436","8.4836","1023.2177","22.9064","8.4053","0.0"
"68.41","69.0","8.4095","8.4029","3.139994","29.5046","22.9043","229.686","8.055","8.055","0.1524","93.4663","1e-12","3.1829112","29.6462","8.4812","1023.2247","22.9087","8.4029","0.0"
"69.402","70.0","8.4041","8.3974","3.140245","29.5114","22.9103","231.252","8.055","8.055","0.1502","93.4164","1e-12","3.1268611","29.653","8.4755","1023.2354","22.9148","8.3974","0.0"
"70.384","71.0","8.4","8.3932","3.140424","29.5162","22.9147","232.655","8.056","8.056","0.1488","93.3932","1e-12","3.3443501","29.6579","8.4712","1023.2443","22.9192","8.3932","0.0"
"71.389","72.0","8.3887","8.3819","3.140837","29.5297","22.9269","233.82","8.062","8.062","0.1453","93.2866","1e-12","3.4443748","29.6713","8.4596","1023.261","22.9313","8.3819","0.0"
"72.372","73.0","8.3739","8.367","3.141207","29.5459","22.9416","234.737","8.07","8.07","0.1475","93.2241","1e-12","3.1378469","29.6872","8.4444","1023.28","22.9458","8.367","0.0"
"73.368","74.0","8.3693","8.3622","3.141258","29.5499","22.9455","235.455","8.078","8.078","0.1468","93.1792","1e-12","3.2354774","29.6913","8.4395","1023.2885","22.9496","8.3622","0.0"
"74.358","75.0","8.3628","8.3557","3.141291","29.5552","22.9505","236.225","8.083","8.083","0.142","93.2182","1e-12","3.3680537","29.6966","8.4328","1023.2982","22.9547","8.3557","0.0"
"75.346","76.0","8.3582","8.351","3.141238","29.5581","22.9534","236.641","8.084","8.084","0.1431","93.2864","1e-12","3.3984363","29.6996","8.428","1023.3057","22.9577","8.351","0.0"
"76.341","77.0","8.3533","8.346","3.141111","29.5605","22.956","237.096","8.084","8.084","0.146","93.2789","1e-12","3.1990907","29.702","8.4229","1023.3129","22.9603","8.346","0.0"
"77.331","78.0","8.3458","8.3384","3.140698","29.5623","22.9585","237.99","8.086","8.086","0.1444","93.3762","1e-12","3.142926","29.7036","8.4153","1023.3198","22.9626","8.3384","0.0"
"78.321","79.0","8.3406","8.3331","3.140797","29.5668","22.9627","238.523","8.09","8.09","0.1442","93.3772","1e-12","3.0975091","29.7086","8.4099","1023.329","22.9672","8.3331","0.0"
"79.315","80.0","8.3424","8.3348","3.141533","29.5722","22.9667","238.922","8.092","8.092","0.144","93.2597","1e-12","3.2058995","29.7144","8.4115","1023.3379","22.9715","8.3348","0.0"
"80.306","81.0","8.3418","8.3341","3.141768","29.5749","22.9689","239.268","8.094","8.094","0.157","93.2339","1e-12","3.2079415","29.717","8.4108","1023.3445","22.9736","8.3341","0.0"
"81.293","82.0","8.3401","8.3323","3.141827","29.5764","22.9703","239.604","8.095","8.095","0.1478","93.2167","1e-12","3.0301878","29.7186","8.4089","1023.3507","22.9752","8.3323","0.0"
"82.29","83.0","8.3411","8.3332","3.142336","29.5802","22.9732","239.822","8.099","8.099","0.1401","93.1299","1e-12","3.3571281","29.7228","8.4098","1023.3583","22.9783","8.3332","0.0"
"83.279","84.0","8.3422","8.3343","3.142716","29.5829","22.9751","240.01","8.099","8.099","0.1438","93.1124","1e-12","3.1860783","29.7254","8.4108","1023.3648","22.9802","8.3342","0.0"
"84.267","85.0","8.3416","8.3336","3.14286","29.5845","22.9764","240.0","8.099","8.099","0.1381","93.0888","1e-12","3.2493188","29.727","8.4101","1023.3707","22.9815","8.3336","0.0"
"85.263","86.0","8.3414","8.3332","3.142909","29.5849","22.9767","240.132","8.099","8.099","0.1612","93.0349","1e-12","3.1639578","29.7273","8.4097","1023.3756","22.9818","8.3332","0.0"
"86.25","87.0","8.336","8.3278","3.142381","29.5838","22.9767","240.173","8.1","8.1","0.137","93.1584","1e-12","3.4207447","29.7259","8.4042","1023.3799","22.9815","8.3277","0.0"
"87.247","88.0","8.3324","8.324","3.142143","29.5838","22.9772","240.115","8.102","8.102","0.1422","93.1261","1e-12","3.5247443","29.7261","8.4005","1023.3851","22.9822","8.324","0.0"
"88.232","89.0","8.333","8.3246","3.142307","29.5842","22.9774","240.229","8.103","8.103","0.1373","93.156","1e-12","3.1555202","29.7269","8.401","1023.3903","22.9827","8.3246","0.0"
"89.227","90.0","8.3364","8.3278","3.142645","29.5845","22.9772","240.226","8.104","8.104","0.1376","93.1076","1e-12","3.1741745","29.7272","8.4043","1023.3946","22.9825","8.3278","0.0"
"90.221","91.0","8.3357","8.3271","3.142664","29.5849","22.9776","240.185","8.104","8.104","0.1367","93.0473","1e-12","3.2660687","29.7276","8.4035","1023.3996","22.9829","8.327","0.0"
