"DEPTH","PRES","TEMP","potemperature","CNDC","PSAL","sigma_t","sbox0Mm/Kg","ph","ph","flECO-AFL","CStarTr0","par","upoly0","gsw_saA0","gsw_ctA0","gsw_densityA0","gsw_sigma0A0","gsw_ptA0","flag"
"2.976","3.0","8.918","8.9177","3.056767","28.2591","21.8572","293.129","8.218","8.218","1.0907","90.8698","1426.8","3.0715177","28.3955","9.0196","1021.875","21.8612","8.9177","0.0"
"3.963","4.0","8.9173","8.917","3.057645","28.2683","21.8644","293.093","8.218","8.218","1.0983","90.8141","550.75","3.0208373","28.4047","9.0186","1021.8868","21.8685","8.917","0.0"
"4.955","5.0","8.9187","8.9182","3.057559","28.2661","21.8625","292.649","8.215","8.215","1.2475","91.0714","335.01","3.1327562","28.4023","9.0199","1021.8893","21.8664","8.9182","0.0"
"5.946","6.0","8.9156","8.915","3.057747","28.2699","21.866","292.79","8.213","8.213","1.3802","91.2936","217.62","3.0208211","28.4062","9.0166","1021.8975","21.87","8.915","0.0"
"6.944","7.0","8.913","8.9123","3.058804","28.2818","21.8757","293.133","8.213","8.213","1.4461","91.3837","165.85","3.0248821","28.4187","9.0137","1021.9122","21.8801","8.9123","0.0"
"7.932","8.0","8.916","8.9153","3.058181","28.274","21.8691","292.98","8.213","8.213","1.4851","91.2778","122.97","3.0248821","28.4095","9.0168","1021.9091","21.8724","8.9153","0.0"
"8.926","9.0","8.9181","8.9173","3.057745","28.2666","21.863","292.665","8.213","8.213","1.4706","90.6781","94.511","3.0248821","28.4029","9.019","1021.9083","21.867","8.9173","0.0"
"9.916","10.0","8.9158","8.9148","3.058382","28.2747","21.8697","292.222","8.213","8.213","1.4792","90.8155","76.292","3.0248821","28.4109","9.0164","1021.9194","21.8736","8.9148","0.0"
"10.906","11.0","8.9125","8.9114","3.060534","28.2971","21.8877","291.688","8.213","8.213","1.4257","91.3485","60.996","3.0248821","28.4351","9.0126","1021.9434","21.893","8.9114","0.0"
"11.9","12.0","8.9089","8.9077","3.063945","28.336","21.9186","290.594","8.213","8.213","1.3856","91.7206","48.249","3.0248821","28.4726","9.0083","1021.9776","21.9227","8.9077","0.0"
"12.892","13.0","8.9045","8.9033","3.068596","28.3836","21.9564","289.564","8.212","8.212","1.4067","91.8278","39.032","3.0248821","28.5235","9.0029","1022.0224","21.9629","8.9033","0.0"
"13.881","14.0","8.8885","8.8872","3.080031","28.5133","22.0601","289.139","8.208","8.208","1.2744","92.6221","31.279","2.9324195","28.6534","8.9847","1022.1304","22.0663","8.8872","0.0"
"14.875","15.0","8.8718","8.8703","3.086492","28.5955","22.1268","288.721","8.206","8.206","1.2014","92.9411","25.686","2.9004872","28.7329","8.9664","1022.1993","22.1306","8.8703","0.0"
"15.864","16.0","8.8656","8.864","3.087736","28.6132","22.1415","288.287","8.203","8.203","1.1986","93.1277","21.413","2.7087231","28.7503","8.9597","1022.2183","22.1451","8.864","0.0"
"16.857","17.0","8.8634","8.8617","3.08798","28.6171","22.1449","287.542","8.203","8.203","1.2269","93.1729","17.934","2.8457386","28.7542","8.9574","1022.2263","22.1484","8.8617","0.0"
"17.848","18.0","8.8572","8.8554","3.08808","28.6227","22.1502","287.141","8.202","8.202","1.2127","93.3124","15.03","2.8343055","28.7598","8.9509","1022.2361","22.1537","8.8554","0.0"
"18.84","19.0","8.8473","8.8455","3.088281","28.6324","22.1592","286.736","8.199","8.199","1.1609","93.436","12.54","2.9407558","28.7694","8.9408","1022.2496","22.1626","8.8455","0.0"
"19.834","20.0","8.8414","8.8395","3.088563","28.6396","22.1656","286.642","8.199","8.199","1.1203","93.5183","10.485","2.9615169","28.7767","8.9346","1022.2607","22.1692","8.8395","0.0"
"20.819","21.0","8.8404","8.8384","3.088727","28.6416","22.1674","286.155","8.198","8.198","1.054","93.5462","8.7015","2.9087389","28.7788","8.9334","1022.2671","22.1709","8.8384","0.0"
"21.814","22.0","8.8385","8.8363","3.088858","28.6439","22.1694","285.665","8.198","8.198","1.0827","93.5688","7.1828","2.8373997","28.7812","8.9313","1022.2739","22.1731","8.8363","0.0"
"22.812","23.0","8.8355","8.8333","3.089237","28.6499","22.1745","285.135","8.196","8.196","1.0866","93.6234","6.0379","2.9127231","28.7871","8.9282","1022.2834","22.1781","8.8333","0.0"
"23.791","24.0","8.8333","8.831","3.089327","28.652","22.1765","284.016","8.194","8.194","1.0038","93.6528","4.9926","2.758832","28.7893","8.9258","1022.29","22.1802","8.831","0.0"
"24.792","25.0","8.8307","8.8283","3.089622","28.6566","22.1805","282.877","8.194","8.194","1.0321","93.756","4.1807","2.7948127","28.7941","8.923","1022.2987","22.1843","8.8282","0.0"
"25.778","26.0","8.8154","8.8129","3.09148","28.6875","22.2068","280.833","8.191","8.191","0.8988","93.9562","3.4905","2.79985","28.8252","8.907","1022.3298","22.2107","8.8129","0.0"
"26.775","27.0","8.8018","8.7992","3.092418","28.7081","22.2249","279.132","8.186","8.186","0.884","94.0886","2.9434","2.7317994","28.8454","8.8929","1022.3521","22.2284","8.7992","0.0"
"27.759","28.0","8.775","8.7723","3.094268","28.7483","22.2602","277.253","8.18","8.18","0.8089","94.2205","2.4874","2.850069","28.8859","8.8651","1022.392","22.2638","8.7723","0.0"
"28.757","29.0","8.7621","8.7593","3.097612","28.7923","22.2964","276.056","8.175","8.175","0.8057","94.4291","2.1258","2.8598375","28.9304","8.8514","1022.433","22.3003","8.7593","0.0"
"29.745","30.0","8.747","8.7441","3.100413","28.8339","22.3312","274.77","8.17","8.17","0.7118","94.5928","1.8054","2.6405354","28.9712","8.8354","1022.4716","22.3343","8.7441","0.0"
"30.741","31.0","8.7403","8.7373","3.101439","28.8495","22.3443","272.698","8.168","8.168","0.7364","94.6803","1.5485","2.7777722","28.9869","8.8282","1022.4894","22.3475","8.7373","0.0"
"31.726","32.0","8.7288","8.7257","3.102768","28.8716","22.3633","270.196","8.165","8.165","0.6894","94.7547","1.3085","2.8969493","29.0096","8.8162","1022.5133","22.3668","8.7257","0.0"
"32.723","33.0","8.6986","8.6954","3.106281","28.9319","22.4148","269.49","8.159","8.159","0.6634","94.9675","1.1191","2.8740275","29.0702","8.7848","1022.5695","22.4184","8.6954","0.0"
"33.711","34.0","8.6744","8.6712","3.108257","28.973","22.4504","268.988","8.151","8.151","0.5943","95.0901","0.95728","3.0063157","29.1101","8.7597","1022.6086","22.4529","8.6712","0.0"
"34.705","35.0","8.6703","8.667","3.10847","28.9778","22.4548","268.599","8.151","8.151","0.6085","95.1482","0.81396","2.9285052","29.1153","8.7554","1022.6178","22.4575","8.667","0.0"
"35.693","36.0","8.6693","8.6658","3.108547","28.9787","22.4556","267.883","8.151","8.151","0.5932","95.1559","0.69657","2.9917445","29.1165","8.7542","1022.6235","22.4587","8.6658","0.0"
"36.688","37.0","8.6652","8.6617","3.10865","28.9825","22.4592","266.718","8.15","8.15","0.594","95.1535","0.59695","3.0380549","29.1205","8.75","1022.6318","22.4624","8.6617","0.0"
"37.677","38.0","8.6611","8.6574","3.108942","28.988","22.4641","265.155","8.147","8.147","0.5773","95.1782","0.51275","3.0131066","29.1265","8.7456","1022.6417","22.4677","8.6574","0.0"
"38.67","39.0","8.6448","8.6411","3.110433","29.0164","22.4886","263.937","8.145","8.145","0.5448","95.2226","0.43608","3.0384045","29.155","8.7286","1022.6707","22.4922","8.641","0.0"
"39.659","40.0","8.6317","8.6279","3.11153","29.0384","22.5077","263.029","8.141","8.141","0.499","95.2703","0.37542","2.9381835","29.1767","8.715","1022.6942","22.511","8.6279","0.0"
"40.653","41.0","8.6251","8.6212","3.112134","29.0496","22.5174","261.948","8.137","8.137","0.4965","95.2654","0.31849","2.9737623","29.188","8.7081","1022.7084","22.5207","8.6212","0.0"
"41.644","42.0","8.6206","8.6166","3.112803","29.0595","22.5258","257.185","8.137","8.137","0.4779","95.295","0.27211","2.7975223","29.1982","8.7033","1022.7216","22.5293","8.6166","0.0"
"42.638","43.0","8.6129","8.6088","3.114162","29.0792","22.5423","250.023","8.133","8.133","0.479","95.2923","0.23267","2.8191683","29.2183","8.6951","1022.743","22.5461","8.6088","0.0"
"43.619","44.0","8.5765","8.5723","3.12214","29.1892","22.6336","243.788","8.126","8.126","0.3946","95.1459","0.19834","3.0236778","29.3308","8.6566","1022.8404","22.639","8.5723","0.0"
"44.619","45.0","8.5385","8.5342","3.128333","29.2869","22.7155","241.617","8.097","8.097","0.2856","94.9968","0.16834","3.0247645","29.4264","8.6167","1022.9249","22.7188","8.5342","0.0"
"45.61","46.0","8.5243","8.5199","3.13032","29.3193","22.7429","240.002","8.087","8.087","0.2448","94.9915","0.14185","3.0248821","29.4585","8.6018","1022.9565","22.7459","8.5199","0.0"
"46.6","47.0","8.5139","8.5094","3.131418","29.3389","22.7597","239.252","8.08","8.08","0.2175","95.0327","0.11834","3.0248821","29.4782","8.591","1022.9779","22.7627","8.5094","0.0"
"47.593","48.0","8.5094","8.5048","3.131855","29.3466","22.7663","238.887","8.079","8.079","0.2261","95.046","0.098141","3.0620012","29.4861","8.5862","1022.9893","22.7695","8.5048","0.0"
"48.584","49.0","8.5053","8.5006","3.132065","29.3516","22.7708","238.308","8.078","8.078","0.2133","95.0808","0.080698","3.01775","29.4913","8.5819","1022.9985","22.7742","8.5006","0.0"
"49.573","50.0","8.5043","8.4995","3.132162","29.3527","22.7718","237.447","8.077","8.077","0.2136","95.0723","0.065632","3.0168841","29.4927","8.5808","1023.0043","22.7754","8.4995","0.0"
"50.566","51.0","8.4963","8.4914","3.132451","29.3619","22.7802","236.763","8.075","8.075","0.2126","95.1171","0.052809","3.0249946","29.502","8.5725","1023.0173","22.7838","8.4914","0.0"
"51.554","52.0","8.4821","8.4772","3.132644","29.3755","22.7929","236.374","8.074","8.074","0.1929","95.2814","0.041282","3.0248821","29.5154","8.5579","1023.0344","22.7963","8.4772","0.0"
"52.556","53.0","8.471","8.4659","3.132655","29.3846","22.8016","236.581","8.072","8.072","0.1837","95.3322","0.032779","3.013144","29.5245","8.5464","1023.0477","22.805","8.4659","0.0"
"53.534","54.0","8.4582","8.453","3.132225","29.3906","22.8081","235.664","8.07","8.07","0.1831","95.4241","0.023964","3.163801","29.5303","8.5334","1023.0586","22.8113","8.453","0.0"
"54.535","55.0","8.4375","8.4323","3.131094","29.3963","22.8155","234.326","8.07","8.07","0.1846","95.5822","0.017359","3.0063119","29.5354","8.5124","1023.0701","22.8182","8.4323","0.0"
"55.523","56.0","8.4092","8.4039","3.130956","29.4173","22.836","232.962","8.072","8.072","0.159","95.5391","0.01142","3.0087101","29.5573","8.4835","1023.0958","22.8393","8.4039","0.0"
"56.513","57.0","8.4146","8.4092","3.133066","29.4335","22.8479","232.504","8.066","8.066","0.1539","95.3162","0.0062724","3.0251782","29.5743","8.4886","1023.1129","22.8518","8.4092","0.0"
"57.507","58.0","8.4167","8.4112","3.133777","29.4391","22.8519","232.095","8.062","8.062","0.1545","95.1911","0.0019291","3.0172529","29.5796","8.4905","1023.1213","22.8557","8.4112","0.0"
"58.497","59.0","8.4163","8.4106","3.134017","29.4414","22.8538","231.33","8.06","8.06","0.1553","95.1956","1.6682e-05","3.0917995","29.5821","8.4899","1023.1279","22.8577","8.4106","0.0"
"59.489","60.0","8.4167","8.411","3.134171","29.442","22.8542","228.86","8.06","8.06","0.1545","95.1976","1.1778e-06","3.0268695","29.5829","8.4903","1023.1331","22.8583","8.411","0.0"
"60.479","61.0","8.4215","8.4157","3.135088","29.4461","22.8568","227.681","8.06","8.06","0.1541","95.1624","1e-12","3.1079147","29.5881","8.4949","1023.141","22.8616","8.4157","0.0"
"61.472","62.0","8.454","8.4481","3.141283","29.4808","22.8793","229.012","8.055","8.055","0.1554","94.509","1e-12","3.1242869","29.625","8.527","1023.1697","22.8859","8.4481","0.0"
"62.46","63.0","8.4341","8.4281","3.141542","29.5036","22.9","229.82","8.046","8.046","0.1548","93.8736","1e-12","3.222152","29.6441","8.5065","1023.192","22.9035","8.4281","0.0"
"63.454","64.0","8.4081","8.4021","3.139598","29.5043","22.9043","230.048","8.057","8.057","0.1551","94.0835","1e-12","3.0312905","29.6452","8.4803","1023.2012","22.9081","8.402","0.0"
"64.446","65.0","8.4024","8.3962","3.139247","29.505","22.9056","228.828","8.06","8.06","0.1756","94.1518","1e-12","3.063235","29.646","8.4744","1023.2072","22.9095","8.3962","0.0"
"65.435","66.0","8.3956","8.3893","3.13924","29.5099","22.9104","227.558","8.063","8.063","0.17","94.125","1e-12","3.0592654","29.6512","8.4674","1023.2168","22.9146","8.3893","0.0"
"66.429","67.0","8.4012","8.3948","3.140438","29.5167","22.9149","227.466","8.059","8.059","0.1621","93.8675","1e-12","3.2275817","29.6586","8.4728","1023.2264","22.9196","8.3948","0.0"
"67.42","68.0","8.4024","8.396","3.14086","29.52","22.9174","228.492","8.053","8.053","0.1555","93.6956","1e-12","3.401319","29.6616","8.4739","1023.2331","22.9217","8.3959","0.0"
"68.409","69.0","8.3958","8.3892","3.140531","29.522","22.9198","230.289","8.051","8.051","0.1546","93.6535","1e-12","3.092391","29.6634","8.4671","1023.2401","22.9241","8.3892","0.0"
"69.402","70.0","8.3852","8.3786","3.140128","29.5263","22.9247","233.62","8.056","8.056","0.1541","93.7797","1e-12","3.2037547","29.6676","8.4563","1023.2494","22.9289","8.3786","0.0"
