"DEPTH","PRES","TEMP","potemperature","CNDC","PSAL","sigma_t","sbox0Mm/Kg","ph","ph","flECO-AFL","CStarTr0","par","upoly0","gsw_saA0","gsw_ctA0","gsw_densityA0","gsw_sigma0A0","gsw_ptA0","flag"
"57.505","58.0","8.429","8.4235","3.139029","29.4827","22.8843","256.676","8.152","8.152","0.2782","93.686","1e-12","3.023823","29.6241","8.5022","1023.1542","22.8886","8.4235","0.0"
"58.498","59.0","8.4289","8.4233","3.139151","29.4836","22.8851","256.531","8.152","8.152","0.272","93.6151","1e-12","3.0248821","29.625","8.502","1023.1595","22.8894","8.4233","0.0"
"59.489","60.0","8.429","8.4233","3.139218","29.4838","22.8852","256.643","8.152","8.152","0.2712","93.647","1e-12","3.0248821","29.6253","8.5019","1023.1644","22.8896","8.4232","0.0"
"60.48","61.0","8.4292","8.4234","3.139337","29.4844","22.8857","256.525","8.152","8.152","0.272","93.6814","1e-12","3.0340557","29.626","8.502","1023.1694","22.8901","8.4234","0.0"
"61.472","62.0","8.4291","8.4232","3.139488","29.4857","22.8866","256.679","8.152","8.152","0.2717","93.6387","1e-12","3.0480988","29.6272","8.5019","1023.175","22.8911","8.4232","0.0"
"62.462","63.0","8.4292","8.4232","3.139547","29.4858","22.8867","256.509","8.152","8.152","0.2711","93.6227","1e-12","3.0244975","29.6273","8.5019","1023.1796","22.8912","8.4232","0.0"
"63.455","64.0","8.4294","8.4233","3.139677","29.4865","22.8872","256.386","8.152","8.152","0.2684","93.6313","1e-12","3.4747777","29.6282","8.5019","1023.1849","22.8918","8.4233","0.0"
"64.445","65.0","8.431","8.4248","3.140547","29.4934","22.8924","256.397","8.152","8.152","0.2761","93.4829","1e-12","3.0644739","29.6355","8.5034","1023.1949","22.8973","8.4248","0.0"
"65.437","66.0","8.4332","8.4269","3.14125","29.4987","22.8963","256.223","8.152","8.152","0.2715","93.4189","1e-12","3.1409287","29.6406","8.5054","1023.2031","22.901","8.4269","0.0"
"66.427","67.0","8.4343","8.4279","3.141538","29.5003","22.8973","256.372","8.152","8.152","0.272","93.3366","1e-12","3.0861514","29.6422","8.5064","1023.2089","22.9021","8.4279","0.0"
"67.421","68.0","8.4364","8.4299","3.141864","29.5016","22.8981","256.548","8.152","8.152","0.2726","93.3402","1e-12","3.0262482","29.6435","8.5083","1023.2142","22.9029","8.4299","0.0"
"68.411","69.0","8.4384","8.4318","3.142173","29.5026","22.8986","256.74","8.152","8.152","0.2726","93.2874","1e-12","3.2349665","29.6446","8.5103","1023.2194","22.9034","8.4318","0.0"
"69.4","70.0","8.4417","8.435","3.142736","29.5052","22.9001","256.66","8.152","8.152","0.2704","93.1277","1e-12","3.3974929","29.6474","8.5134","1023.2256","22.9051","8.435","0.0"
"70.395","71.0","8.4453","8.4385","3.143463","29.5092","22.9028","256.138","8.152","8.152","0.2863","93.0981","1e-12","3.1863115","29.6515","8.5169","1023.2329","22.9079","8.4385","0.0"
"71.385","72.0","8.4445","8.4376","3.143783","29.5131","22.9059","256.001","8.152","8.152","0.2725","93.1447","1e-12","3.1602209","29.6551","8.516","1023.2404","22.9108","8.4376","0.0"
"72.375","73.0","8.4374","8.4305","3.143911","29.52","22.9123","255.526","8.152","8.152","0.2664","93.1383","1e-12","3.0799091","29.662","8.5086","1023.2513","22.9172","8.4305","0.0"
"73.366","74.0","8.4308","8.4237","3.144687","29.5331","22.9236","255.239","8.152","8.152","0.2419","93.0986","1e-12","3.362154","29.6753","8.5016","1023.2673","22.9285","8.4237","0.0"
"74.363","75.0","8.4286","8.4214","3.146041","29.5485","22.9359","255.045","8.152","8.152","0.2425","93.0124","1e-12","3.2996278","29.6909","8.4991","1023.2843","22.941","8.4214","0.0"
"75.346","76.0","8.4293","8.422","3.147304","29.5606","22.9453","254.906","8.152","8.152","0.2425","92.9506","1e-12","3.4972932","29.7031","8.4995","1023.2983","22.9504","8.422","0.0"
"76.34","77.0","8.433","8.4257","3.14851","29.5695","22.9517","254.841","8.152","8.152","0.2413","92.8692","1e-12","3.2763693","29.7121","8.503","1023.3094","22.9569","8.4257","0.0"
"77.333","78.0","8.4372","8.4298","3.149783","29.5785","22.9582","254.862","8.153","8.153","0.2433","92.824","1e-12","3.3695676","29.7215","8.507","1023.3207","22.9636","8.4298","0.0"
"78.324","79.0","8.4402","8.4327","3.150611","29.5844","22.9624","254.878","8.154","8.154","0.2421","92.7198","1e-12","3.2932608","29.7272","8.5098","1023.3293","22.9677","8.4327","0.0"
"79.315","80.0","8.4434","8.4357","3.151556","29.591","22.9671","254.924","8.155","8.155","0.2427","92.6812","1e-12","3.4379976","29.734","8.5128","1023.3387","22.9726","8.4357","0.0"
"80.305","81.0","8.4456","8.4379","3.152247","29.596","22.9707","254.903","8.156","8.156","0.2427","92.6418","1e-12","3.32429","29.7389","8.5149","1023.3468","22.9761","8.4379","0.0"
"81.296","82.0","8.449","8.4412","3.1534","29.6043","22.9767","254.73","8.156","8.156","0.2427","92.5738","1e-12","3.4516468","29.7477","8.5181","1023.3577","22.9825","8.4412","0.0"
"82.29","83.0","8.4551","8.4472","3.154986","29.6152","22.9844","254.515","8.157","8.157","0.2423","92.4773","1e-12","3.449286","29.7587","8.524","1023.3701","22.9902","8.4472","0.0"
"83.28","84.0","8.4598","8.4518","3.155978","29.6215","22.9886","254.535","8.157","8.157","0.2427","92.3726","1e-12","3.4744279","29.7647","8.5285","1023.3786","22.9942","8.4518","0.0"
"84.269","85.0","8.4617","8.4536","3.15638","29.6237","22.9901","254.409","8.157","8.157","0.2428","92.323","1e-12","3.439121","29.7669","8.5303","1023.3846","22.9957","8.4536","0.0"
"85.263","86.0","8.4666","8.4584","3.157415","29.6294","22.9938","254.405","8.156","8.156","0.2491","92.1722","1e-12","3.4941769","29.7732","8.535","1023.3934","22.9999","8.4584","0.0"
"86.255","87.0","8.4764","8.468","3.159292","29.6402","23.0009","253.984","8.156","8.156","0.2705","91.8635","1e-12","3.6579571","29.7842","8.5446","1023.4051","23.0071","8.468","0.0"
"87.242","88.0","8.4847","8.4762","3.160846","29.6491","23.0067","253.873","8.155","8.155","0.2722","91.4192","1e-12","3.5823121","29.793","8.5527","1023.4154","23.0128","8.4762","0.0"
"88.235","89.0","8.4929","8.4843","3.163036","29.6632","23.0166","253.61","8.152","8.152","0.2732","91.2285","1e-12","3.6804597","29.8085","8.5606","1023.4308","23.0237","8.4843","0.0"
"89.226","90.0","8.5076","8.499","3.166408","29.6861","23.0324","253.445","8.152","8.152","0.3009","91.3499","1e-12","3.5131984","29.8308","8.575","1023.4507","23.039","8.499","0.0"
"90.22","91.0","8.5131","8.5044","3.167803","29.696","23.0393","253.421","8.152","8.152","0.302","91.2766","1e-12","3.7438428","29.8403","8.5802","1023.4619","23.0457","8.5043","0.0"
"91.207","92.0","8.5154","8.5066","3.168481","29.7009","23.0428","253.223","8.152","8.152","0.3018","91.1579","1e-12","3.8842492","29.8451","8.5824","1023.4698","23.049","8.5065","0.0"
"92.2","93.0","8.5182","8.5093","3.169246","29.7061","23.0465","252.919","8.152","8.152","0.3015","91.3085","1e-12","3.8012323","29.8503","8.5851","1023.478","23.0527","8.5093","0.0"
"93.195","94.0","8.5208","8.5117","3.170084","29.7122","23.0509","252.641","8.152","8.152","0.3125","91.3168","1e-12","3.7381108","29.8565","8.5874","1023.4871","23.0572","8.5117","0.0"
"94.179","95.0","8.5237","8.5145","3.171005","29.7192","23.0559","252.698","8.152","8.152","0.3011","91.4506","1e-12","3.9024427","29.8632","8.5901","1023.4965","23.062","8.5145","0.0"
"95.174","96.0","8.5243","8.5151","3.171413","29.7225","23.0585","252.688","8.151","8.151","0.3009","91.0725","1e-12","3.8731019","29.8666","8.5906","1023.5036","23.0646","8.515","0.0"
"96.166","97.0","8.5262","8.5168","3.171973","29.7264","23.0612","252.543","8.151","8.151","0.3009","90.7275","1e-12","3.8738225","29.8704","8.5923","1023.5109","23.0673","8.5168","0.0"
"97.157","98.0","8.5293","8.5199","3.172714","29.7308","23.0642","252.19","8.151","8.151","0.3139","91.0078","1e-12","3.8655646","29.8751","8.5953","1023.5187","23.0705","8.5198","0.0"
"98.147","99.0","8.5337","8.5242","3.174414","29.7441","23.074","251.846","8.149","8.149","0.3304","91.5846","1e-12","3.7466393","29.8887","8.5994","1023.5332","23.0805","8.5241","0.0"
"99.139","100.0","8.5347","8.525","3.175362","29.753","23.0808","251.672","8.147","8.147","0.33","91.6861","1e-12","3.9671087","29.8974","8.6002","1023.5444","23.0871","8.525","0.0"
"100.129","101.0","8.5346","8.5248","3.176055","29.76","23.0863","251.653","8.147","8.147","0.3313","91.4803","1e-12","3.8587389","29.9043","8.5998","1023.5544","23.0926","8.5248","0.0"
"101.122","102.0","8.533","8.5232","3.176656","29.7672","23.0922","251.486","8.148","8.148","0.3306","90.9686","1e-12","3.873436","29.9115","8.5981","1023.5648","23.0984","8.5232","0.0"
"102.112","103.0","8.53","8.5201","3.177408","29.7772","23.1004","251.336","8.149","8.149","0.3163","90.5922","1e-12","3.9905512","29.9215","8.5948","1023.5776","23.1066","8.5201","0.0"
"103.102","104.0","8.5278","8.5178","3.177999","29.7849","23.1068","251.047","8.149","8.149","0.3316","90.584","1e-12","3.8712029","29.9291","8.5924","1023.5884","23.1129","8.5178","0.0"
"104.093","105.0","8.5281","8.518","3.178421","29.7885","23.1096","250.989","8.149","8.149","0.3306","90.6818","1e-12","3.8738225","29.9328","8.5925","1023.5958","23.1158","8.518","0.0"
"105.085","106.0","8.53","8.5197","3.17894","29.7919","23.112","251.001","8.148","8.148","0.3296","90.7142","1e-12","3.9243906","29.9363","8.5942","1023.6028","23.1182","8.5197","0.0"
"106.079","107.0","8.5315","8.5211","3.179236","29.7934","23.1129","251.035","8.147","8.147","0.3298","90.8317","1e-12","3.9497802","29.9377","8.5956","1023.6083","23.1191","8.5211","0.0"
"107.066","108.0","8.5321","8.5216","3.179361","29.7938","23.1131","250.93","8.147","8.147","0.3318","90.8831","1e-12","3.8711066","29.9381","8.5961","1023.6131","23.1194","8.5216","0.0"
"108.059","109.0","8.5332","8.5227","3.179586","29.7946","23.1136","250.915","8.147","8.147","0.3296","90.8998","1e-12","3.914994","29.939","8.5972","1023.6183","23.12","8.5227","0.0"
"109.049","110.0","8.537","8.5263","3.180185","29.797","23.115","250.827","8.147","8.147","0.331","91.1205","1e-12","3.8740604","29.9417","8.6008","1023.6244","23.1215","8.5263","0.0"
"110.042","111.0","8.5399","8.5292","3.180606","29.7986","23.1158","250.898","8.147","8.147","0.3468","91.1498","1e-12","3.8738225","29.9432","8.6036","1023.6298","23.1223","8.5292","0.0"
"111.03","112.0","8.5417","8.5309","3.180924","29.8","23.1166","250.881","8.147","8.147","0.3457","91.1704","1e-12","3.913378","29.9446","8.6053","1023.6351","23.1231","8.5309","0.0"
"112.024","113.0","8.5421","8.5311","3.181052","29.8007","23.1171","250.777","8.147","8.147","0.3422","91.1697","1e-12","3.8929534","29.9453","8.6056","1023.6401","23.1236","8.5311","0.0"
"113.015","114.0","8.5429","8.5319","3.181306","29.8021","23.118","250.583","8.147","8.147","0.3454","91.1923","1e-12","3.8739932","29.9468","8.6063","1023.6458","23.1247","8.5319","0.0"
"114.003","115.0","8.5478","8.5366","3.182525","29.8091","23.1228","250.445","8.147","8.147","0.3611","91.2791","1e-12","3.903599","29.955","8.611","1023.656","23.1304","8.5366","0.0"
"114.998","116.0","8.5567","8.5454","3.184594","29.8234","23.1328","250.355","8.147","8.147","0.3671","91.7643","1e-12","3.8649368","29.9686","8.6196","1023.6699","23.1397","8.5454","0.0"
"115.987","117.0","8.5584","8.5471","3.185087","29.8268","23.1352","250.199","8.147","8.147","0.3901","91.9879","1e-12","3.7856615","29.9718","8.6212","1023.6768","23.142","8.5471","0.0"
"116.978","118.0","8.5586","8.5471","3.18511","29.8266","23.135","250.046","8.147","8.147","0.391","92.0634","1e-12","3.7698483","29.9716","8.6212","1023.6812","23.1418","8.5471","0.0"
"117.97","119.0","8.5619","8.5504","3.18644","29.8365","23.1422","249.619","8.147","8.147","0.391","92.2068","1e-12","3.6134675","29.9822","8.6243","1023.6935","23.1496","8.5503","0.0"
"118.959","120.0","8.5645","8.5529","3.187764","29.8477","23.1507","249.602","8.147","8.147","0.4042","92.4393","1e-12","3.6059895","29.9934","8.6267","1023.7064","23.1579","8.5529","0.0"
"119.952","121.0","8.5665","8.5548","3.189252","29.8612","23.1609","249.454","8.147","8.147","0.4179","92.4987","1e-12","3.545815","30.0068","8.6284","1023.7211","23.1682","8.5547","0.0"
"120.941","122.0","8.5671","8.5552","3.189898","29.867","23.1654","249.227","8.147","8.147","0.4188","92.5462","1e-12","3.5732262","30.0126","8.6288","1023.7302","23.1726","8.5552","0.0"
"121.935","123.0","8.5687","8.5567","3.19067","29.8734","23.1702","249.332","8.147","8.147","0.4114","92.4859","1e-12","3.7345865","30.0189","8.6302","1023.7394","23.1773","8.5567","0.0"
"122.923","124.0","8.5711","8.5591","3.19164","29.8811","23.1758","249.302","8.147","8.147","0.4123","92.238","1e-12","3.504827","30.0266","8.6324","1023.7496","23.1829","8.559","0.0"
"123.918","125.0","8.5715","8.5593","3.191805","29.8823","23.1767","249.232","8.147","8.147","0.4189","92.3687","1e-12","3.648428","30.0276","8.6326","1023.7549","23.1837","8.5593","0.0"
"124.903","126.0","8.5715","8.5593","3.191946","29.8833","23.1775","249.214","8.147","8.147","0.419","92.4045","1e-12","3.6518838","30.0286","8.6326","1023.7603","23.1845","8.5592","0.0"
"125.901","127.0","8.5717","8.5593","3.192106","29.8845","23.1784","249.274","8.147","8.147","0.419","92.3278","1e-12","3.8442678","30.0297","8.6326","1023.7657","23.1854","8.5593","0.0"
"126.886","128.0","8.5723","8.5599","3.192476","29.8872","23.1804","249.281","8.147","8.147","0.4211","92.2424","1e-12","3.6323216","30.0327","8.6331","1023.7724","23.1876","8.5599","0.0"
"127.881","129.0","8.5729","8.5603","3.192644","29.8883","23.1812","248.998","8.147","8.147","0.4383","92.2284","1e-12","3.648886","30.0335","8.6336","1023.7776","23.1882","8.5603","0.0"
"128.868","130.0","8.5724","8.5598","3.192772","29.8895","23.1822","248.743","8.147","8.147","0.4207","92.422","1e-12","3.9029274","30.0349","8.633","1023.7833","23.1893","8.5597","0.0"
"129.863","131.0","8.5716","8.5589","3.192895","29.8911","23.1836","248.751","8.147","8.147","0.4198","92.5902","1e-12","3.7471287","30.0364","8.632","1023.7892","23.1906","8.5589","0.0"
"130.853","132.0","8.5717","8.5588","3.193204","29.8938","23.1857","248.887","8.147","8.147","0.4196","92.6774","1e-12","3.6405265","30.0392","8.6319","1023.796","23.1928","8.5588","0.0"
"131.843","133.0","8.5731","8.5602","3.193583","29.896","23.1872","248.876","8.147","8.147","0.4198","92.6202","1e-12","3.5145395","30.0415","8.6333","1023.8021","23.1945","8.5601","0.0"
"132.835","134.0","8.5746","8.5615","3.193907","29.8978","23.1884","248.922","8.147","8.147","0.419","92.5465","1e-12","4.0331783","30.0433","8.6346","1023.8078","23.1956","8.5615","0.0"
"133.827","135.0","8.575","8.5619","3.194209","29.9001","23.1901","248.816","8.146","8.146","0.419","92.3298","1e-12","3.7003486","30.0457","8.6349","1023.8142","23.1974","8.5618","0.0"
"134.817","136.0","8.5749","8.5616","3.194332","29.9012","23.191","248.663","8.147","8.147","0.4403","92.2682","1e-12","3.6693311","30.0467","8.6346","1023.8196","23.1982","8.5616","0.0"
"135.808","137.0","8.5749","8.5616","3.19443","29.9017","23.1914","248.706","8.147","8.147","0.4198","92.16","1e-12","3.7143741","30.0472","8.6346","1023.8246","23.1987","8.5616","0.0"
"136.797","138.0","8.5749","8.5614","3.194542","29.9025","23.192","248.766","8.147","8.147","0.4396","92.1184","1e-12","3.815707","30.048","8.6344","1023.8298","23.1993","8.5614","0.0"
"137.79","139.0","8.5753","8.5618","3.194731","29.9036","23.1929","248.717","8.147","8.147","0.4406","92.2111","1e-12","3.6786902","30.0492","8.6348","1023.8352","23.2002","8.5618","0.0"
"138.782","140.0","8.5754","8.5617","3.194876","29.9047","23.1937","248.688","8.146","8.146","0.4207","92.1345","1e-12","3.8388045","30.0503","8.6347","1023.8406","23.201","8.5617","0.0"
"139.766","141.0","8.5756","8.5618","3.194922","29.9046","23.1936","248.85","8.147","8.147","0.4387","92.2418","1e-12","3.7976263","30.0502","8.6348","1023.8451","23.201","8.5618","0.0"
"140.767","142.0","8.5754","8.5616","3.195025","29.9054","23.1942","248.698","8.147","8.147","0.4242","92.0968","1e-12","4.01508","30.051","8.6345","1023.8503","23.2016","8.5616","0.0"
"141.746","143.0","8.5753","8.5614","3.195123","29.9061","23.1948","248.856","8.147","8.147","0.426","92.1017","1e-12","3.5923865","30.0517","8.6343","1023.8555","23.2022","8.5614","0.0"
"142.746","144.0","8.5755","8.5614","3.195174","29.9061","23.1948","248.898","8.147","8.147","0.4307","92.2019","1e-12","3.7930613","30.0517","8.6344","1023.86","23.2022","8.5614","0.0"
