"DEPTH","PRES","TEMP","potemperature","CNDC","PSAL","sigma_t","sbox0Mm/Kg","ph","ph","flECO-AFL","CStarTr0","par","upoly0","gsw_saA0","gsw_ctA0","gsw_densityA0","gsw_sigma0A0","gsw_ptA0","flag"
"174.454","176.0","8.5163","8.4991","3.224945","30.2517","23.4738","238.818","8.132","8.132","0.4035","75.6837","1e-12","7.7563462","30.3997","8.5662","1024.2859","23.4824","8.4991","0.0"
"175.443","177.0","8.5166","8.4993","3.225081","30.2525","23.4745","238.508","8.132","8.132","0.403","75.6981","1e-12","7.7614899","30.4005","8.5663","1024.2911","23.483","8.4992","0.0"
"176.435","178.0","8.5168","8.4994","3.225262","30.2533","23.4751","238.31","8.132","8.132","0.4139","75.6454","1e-12","8.215476","30.4018","8.5665","1024.2966","23.484","8.4994","0.0"
"177.426","179.0","8.5183","8.5008","3.226374","30.2633","23.4827","238.267","8.132","8.132","0.4178","74.687","1e-12","8.197917","30.4117","8.5677","1024.3087","23.4915","8.5008","0.0"
"178.416","180.0","8.5199","8.5023","3.227335","30.2715","23.4888","238.342","8.132","8.132","0.4041","73.7105","1e-12","8.0564251","30.42","8.5691","1024.3195","23.4978","8.5022","0.0"
"179.408","181.0","8.5207","8.503","3.227792","30.2753","23.4917","238.17","8.132","8.132","0.4106","73.7711","1e-12","8.2697601","30.4236","8.5698","1024.3268","23.5005","8.503","0.0"
"180.399","182.0","8.522","8.5042","3.228412","30.2802","23.4953","237.92","8.132","8.132","0.4151","72.7576","1e-12","8.5443296","30.4287","8.5709","1024.335","23.5042","8.5041","0.0"
"181.389","183.0","8.523","8.5051","3.228765","30.2825","23.497","237.748","8.132","8.132","0.4196","72.49","1e-12","8.7566423","30.431","8.5717","1024.3413","23.506","8.5051","0.0"
"182.378","184.0","8.5239","8.5059","3.229105","30.2849","23.4988","237.633","8.132","8.132","0.4197","71.7167","1e-12","9.3777742","30.4334","8.5725","1024.3475","23.5077","8.5059","0.0"
"183.371","185.0","8.524","8.5059","3.229473","30.2882","23.5013","--","8.132","8.132","0.4192","70.7304","1e-12","9.3798027","30.4368","8.5724","1024.3547","23.5103","8.5059","0.0"
"184.362","186.0","8.5242","8.506","3.229888","30.2921","23.5043","--","8.132","8.132","0.4312","69.7723","1e-12","9.562398","30.4405","8.5725","1024.3622","23.5132","8.506","0.0"
"185.354","187.0","8.5243","8.506","3.22991","30.2919","23.5042","--","8.132","8.132","0.4389","69.653","1e-12","9.8014917","30.4403","8.5725","1024.3666","23.513","8.506","0.0"
